-34.6449729903	-8.7540286222	1
-34.6510688017	-8.76965298961	1
-34.6577767794	-8.78501049784	1
-34.6651221085	-8.80007560079	1
-34.6711638147	-8.81570935942	1
-34.6775017467	-8.83122202438	1
-34.684484433	-8.84645854166	1
-34.6905562996	-8.86206006459	1
-34.6960258803	-8.87789642133	1
-34.7021546331	-8.89349259626	1
-34.708931779	-8.90882094526	1
-34.7144571027	-8.92463168324	1
-34.7201790135	-8.94037990283	1
-34.7263814064	-8.95598153511	1
-34.7302976526	-8.97226149549	1
-34.7348943436	-8.98837033633	1
-34.7401623285	-9.00427448357	1
-34.7460590579	-9.01995926875	1
-34.7524443329	-9.0354537435	1
-34.7594160794	-9.05069752055	1
-34.7661897746	-9.06603227952	1
-34.7721646347	-9.08168709629	1
-34.7787912812	-9.09708166533	1
-34.7849898223	-9.11264891094	1
-34.7912929718	-9.12817714926	1
-34.7982421245	-9.14343092459	1
-34.8045125935	-9.15893088144	1
-34.809640775	-9.17488145947	1
-34.8154334261	-9.19060519618	1
-34.8218808545	-9.20607561774	1
-34.8289717887	-9.22126545985	1
-34.8365475032	-9.23622307093	1
-34.8446860754	-9.25088549459	1
-34.8533666033	-9.26523837923	1
-34.8621763251	-9.27951333125	1
-34.8715777864	-9.29341118637	1
-34.881554509	-9.3069074926	1
-34.8920892361	-9.31997885292	1
-34.9031640141	-9.33260289296	1
-34.9142062113	-9.34528206756	1
-34.9223081155	-9.35996109868	1
-34.9310214195	-9.37429554278	1
-34.9403292281	-9.38825696487	1
-34.9502155426	-9.4018212046	1
-34.9595952105	-9.41573206924	1
-34.9685467075	-9.42992169084	1
-34.9777714945	-9.44393881335	1
-34.9872451807	-9.45779076797	1
-34.9972629979	-9.47126255027	1
-35.006821413	-9.4850569849	1
-35.0169514313	-9.49844431565	1
