-34.5650970757	-8.4905636487	1
-34.5683227154	-8.5081907599	1
-34.5737517700	-8.5212958735	1
-34.5811003383	-8.5371509742	1
-34.5880331098	-8.5536102653	1
-34.5948614862	-8.5687751591	1
-34.6044659673	-8.5830848727	1
-34.6063078953	-8.5997292695	1
-34.6066908399	-8.6183392299	1
-34.6118198207	-8.6334467872	1
-34.6159459565	-8.6498651832	1
-34.6197232983	-8.6655120935	1
-34.6246022308	-8.6804954948	1
-34.6295252458	-8.6962908685	1
-34.6378479658	-8.7119022408	1
-34.6427102711	-8.7298000923	1
-34.6532887076	-8.7418235112	1
-34.6554094616	-8.7593049067	1
-34.6663751379	-8.7713546924	1
-34.6703376846	-8.7885499476	1
-34.6786372208	-8.8053085096	1
-34.6846021825	-8.8184439977	1
-34.6892405749	-8.8363531195	1
-34.6962041469	-8.8511806914	1
-34.7020124106	-8.8666403765	1
-34.7099290484	-8.8819122444	1
-34.7151964602	-8.8974894285	1
-34.7198469372	-8.9126875632	1
-34.7262193765	-8.9276531577	1
-34.7322947644	-8.9461701986	1
-34.7352094702	-8.9608217985	1
-34.7401939109	-8.9763990645	1
-34.7458864152	-8.9947160870	1
-34.7526937989	-9.0092415758	1
-34.7585705617	-9.0244704306	1
-34.7660696075	-9.0390254545	1
-34.7712612332	-9.0569596225	1
-34.7776143183	-9.0715149243	1
-34.7837811011	-9.0865531820	1
-34.7917541332	-9.0999082282	1
-34.7981223284	-9.1174524914	1
-34.8021915292	-9.1330050213	1
-34.8096752828	-9.1493387324	1
-34.8131623489	-9.1655768111	1
-34.8207753851	-9.1790011212	1
-34.8288174779	-9.1943726258	1
-34.8354008710	-9.2099456564	1
-34.8431417117	-9.2247085897	1
-34.8504001742	-9.2412067120	1
-34.8593661705	-9.2564592884	1
-34.8678797971	-9.2684231506	1
-34.8763007345	-9.2844330471	1
-34.8881682420	-9.2966501032	1
-34.8973148618	-9.3095305144	1
-34.9102077118	-9.3212604905	1
-34.9190496896	-9.3354656088	1
-34.9289639454	-9.3499798914	1
-34.9374824979	-9.3658670777	1
-34.9440560268	-9.3791711968	1
-34.9553167662	-9.3932854333	1
-34.9637695993	-9.4072680625	1
-34.9747690024	-9.4200563319	1
-34.9825045218	-9.4369103236	1
-34.9936888080	-9.4494278977	1
-35.0011375240	-9.4630429172	1
-35.0109522419	-9.4758217244	1
-35.0225792853	-9.4903004470	1
-35.0330487217	-9.5028796711	1
-35.0441098641	-9.5155785076	1
-35.0517015437	-9.5318623058	1
-35.0611839155	-9.5445012134	1
-35.0724427117	-9.5588019420	1
-35.0846220541	-9.5693057115	1
-35.0970785923	-9.5812064827	1
-35.1071364872	-9.5938739813	1
-35.1226666081	-9.6046770069	1
-35.1349508129	-9.6134684982	1
-35.1447613055	-9.6290287342	1
